state,district,pincode_x,age_0_5,age_5_17,age_18_greater,pincode_y,bio_age_5_17,bio_age_17_,pincode,demo_age_5_17,demo_age_17_,child_to_bio_gap,demo_without_bio_gap,child_to_adult_gap,q1_insight,migration_pressure_index,migration_signal
telangana,rajanna sircilla,217806511,814,47,3,443715743,4065,3278,0,0,0,-4018,-3278,44,Backlog clearing / catch-up activity,819.5,Severe urban pressure (migration hub)
telangana,ranga reddy,2913010438,15200,4106,173,6064082980,125396,148671,0,0,0,-121290,-148671,3933,Backlog clearing / catch-up activity,854.4310345,Severe urban pressure (migration hub)
telangana,sangareddy,555996874,2188,447,11,1112516174,13107,7129,1245116886,4891,25134,-12660,18005,436,Backlog clearing / catch-up activity,2688.583333,Severe urban pressure (migration hub)
telangana,siddipet,490156943,1660,166,1,1004117866,9738,5748,1234356259,3471,28299,-9572,22551,165,Backlog clearing / catch-up activity,17023.5,Severe urban pressure (migration hub)
telangana,suryapet,397439758,1726,290,2,643892511,8342,9671,739484353,3987,35930,-8052,26259,288,Backlog clearing / catch-up activity,15200.33333,Severe urban pressure (migration hub)
telangana,vikarabad,434080287,2052,491,2,651604988,7441,5688,796931404,7862,48100,-6950,42412,489,Backlog clearing / catch-up activity,17929.33333,Severe urban pressure (migration hub)
telangana,wanaparthy,295331399,1238,383,0,423139152,4315,4538,527525613,3016,15651,-3932,11113,383,Backlog clearing / catch-up activity,20189,Severe urban pressure (migration hub)
telangana,warangal,1679038680,4514,805,8,6167518130,70501,73532,6213041229,9006,66979,-69696,-6553,797,Backlog clearing / catch-up activity,15612.33333,Severe urban pressure (migration hub)
telangana,yadadri bhuvanagiri,340481373,1349,201,1,547820317,6531,5119,0,0,0,-6330,-5119,200,Backlog clearing / catch-up activity,2559.5,Severe urban pressure (migration hub)
tripura,dhalai,350081872,791,582,35,748116419,16257,11680,782486631,1120,11060,-15675,-620,547,Backlog clearing / catch-up activity,631.6666667,Severe urban pressure (migration hub)
tripura,gomati,198175623,451,194,11,478660575,9160,2366,529004058,1033,4867,-8966,2501,183,Backlog clearing / catch-up activity,602.75,Severe urban pressure (migration hub)
tripura,khowai,131069450,191,89,44,286914128,5373,1725,299701368,456,2172,-5284,447,45,Backlog clearing / catch-up activity,86.6,Severe urban pressure (migration hub)
tripura,north tripura,454781209,1021,395,25,1158937386,18141,20076,0,0,0,-17746,-20076,370,Backlog clearing / catch-up activity,772.1538462,Severe urban pressure (migration hub)
tripura,sepahijala,221354295,1113,543,30,398757143,10836,4841,441909384,893,10356,-10293,5515,513,Backlog clearing / catch-up activity,490.2258065,Severe urban pressure (migration hub)
tripura,south tripura,501856515,1331,750,4,1199490444,17862,27545,0,0,0,-17112,-27545,746,Backlog clearing / catch-up activity,5509,Severe urban pressure (migration hub)
tripura,unakoti,239783242,427,165,26,476369254,8411,3469,507541301,329,2490,-8246,-979,139,Backlog clearing / catch-up activity,220.7037037,Severe urban pressure (migration hub)
tripura,west tripura,823854237,1946,726,72,1951383657,27780,44794,0,0,0,-27054,-44794,654,Backlog clearing / catch-up activity,613.6164384,Severe urban pressure (migration hub)
uttar pradesh,agra,551331959,16077,12335,890,658103639,137133,73390,0,0,0,-124798,-73390,11445,Backlog clearing / catch-up activity,82.3681257,Severe urban pressure (migration hub)
uttar pradesh,aligarh,408528049,13611,11554,573,569940943,127108,49828,0,0,0,-115554,-49828,10981,Backlog clearing / catch-up activity,86.80836237,Severe urban pressure (migration hub)
uttar pradesh,ambedkar nagar,383996586,3758,3929,49,546300396,48802,29593,0,0,0,-44873,-29593,3880,Backlog clearing / catch-up activity,591.86,Severe urban pressure (migration hub)
uttar pradesh,amethi,405102477,3766,3094,55,658717225,51874,30769,0,0,0,-48780,-30769,3039,Backlog clearing / catch-up activity,549.4464286,Severe urban pressure (migration hub)
uttar pradesh,amroha,211266576,5426,2322,54,290649164,58346,25305,0,0,0,-56024,-25305,2268,Backlog clearing / catch-up activity,460.0909091,Severe urban pressure (migration hub)
uttar pradesh,auraiya,179405105,2109,1433,13,272817036,38043,17538,0,0,0,-36610,-17538,1420,Backlog clearing / catch-up activity,1252.714286,Severe urban pressure (migration hub)
uttar pradesh,ayodhya,590397337,4936,3347,33,1054810550,61709,30180,0,0,0,-58362,-30180,3314,Backlog clearing / catch-up activity,887.6470588,Severe urban pressure (migration hub)
uttar pradesh,azamgarh,778868244,6609,13141,266,1052916397,85796,69376,0,0,0,-72655,-69376,12875,Backlog clearing / catch-up activity,259.835206,Severe urban pressure (migration hub)
uttar pradesh,baghpat,236033339,3362,3098,152,328743657,31821,18182,0,0,0,-28723,-18182,2946,Backlog clearing / catch-up activity,118.8366013,Severe urban pressure (migration hub)
uttar pradesh,bahraich,424639539,14511,21986,2272,514894207,111999,41615,0,0,0,-90013,-41615,19714,Backlog clearing / catch-up activity,18.30840299,Severe urban pressure (migration hub)
uttar pradesh,ballia,590898299,4008,5571,33,842275058,71069,48799,0,0,0,-65498,-48799,5538,Backlog clearing / catch-up activity,1435.264706,Severe urban pressure (migration hub)
uttar pradesh,balrampur,257245317,4076,7594,228,321559853,57294,31739,0,0,0,-49700,-31739,7366,Backlog clearing / catch-up activity,138.5982533,Severe urban pressure (migration hub)
uttar pradesh,banda,152768270,4756,5436,201,204678677,49203,28444,0,0,0,-43767,-28444,5235,Backlog clearing / catch-up activity,140.8118812,Severe urban pressure (migration hub)
uttar pradesh,barabanki,538552383,6974,3999,140,856549101,101283,47999,0,0,0,-97284,-47999,3859,Backlog clearing / catch-up activity,340.4184397,Severe urban pressure (migration hub)
uttar pradesh,bareilly,385315612,16891,9712,586,503837410,145917,61419,0,0,0,-136205,-61419,9126,Backlog clearing / catch-up activity,104.6320273,Severe urban pressure (migration hub)
uttar pradesh,basti,432444559,4690,4915,70,599514224,62608,35208,0,0,0,-57693,-35208,4845,Backlog clearing / catch-up activity,495.8873239,Severe urban pressure (migration hub)
uttar pradesh,bhadohi,273585250,2117,2730,7,457742847,42853,23034,0,0,0,-40123,-23034,2723,Backlog clearing / catch-up activity,2879.25,Severe urban pressure (migration hub)
uttar pradesh,bijnor,425128921,12660,3666,68,570458676,127046,66949,0,0,0,-123380,-66949,3598,Backlog clearing / catch-up activity,970.2753623,Severe urban pressure (migration hub)
uttar pradesh,budaun,321283948,7627,7173,330,436625498,68400,29767,0,0,0,-61227,-29767,6843,Backlog clearing / catch-up activity,89.9305136,Severe urban pressure (migration hub)
uttar pradesh,bulandshahr,489651280,9021,7207,208,694601556,118714,42412,0,0,0,-111507,-42412,6999,Backlog clearing / catch-up activity,202.9282297,Severe urban pressure (migration hub)
uttar pradesh,chandauli,246299719,4319,4831,174,331592963,52282,25318,0,0,0,-47451,-25318,4657,Backlog clearing / catch-up activity,144.6742857,Severe urban pressure (migration hub)
uttar pradesh,chitrakoot,99217011,2881,2221,14,129699975,37279,17881,0,0,0,-35058,-17881,2207,Backlog clearing / catch-up activity,1192.066667,Severe urban pressure (migration hub)
uttar pradesh,deoria,453627780,4622,5201,113,625438616,70866,53160,0,0,0,-65665,-53160,5088,Backlog clearing / catch-up activity,466.3157895,Severe urban pressure (migration hub)
uttar pradesh,etah,172395300,6645,4230,147,246376311,56984,21346,0,0,0,-52754,-21346,4083,Backlog clearing / catch-up activity,144.2297297,Severe urban pressure (migration hub)
uttar pradesh,etawah,195616599,4086,2762,114,262397647,45585,24642,0,0,0,-42823,-24642,2648,Backlog clearing / catch-up activity,214.2782609,Severe urban pressure (migration hub)
uttar pradesh,farrukhabad,260104518,2778,2760,81,375240388,50458,20090,0,0,0,-47698,-20090,2679,Backlog clearing / catch-up activity,245,Severe urban pressure (migration hub)
uttar pradesh,fatehpur,321757922,6340,5374,222,446211983,63459,39791,0,0,0,-58085,-39791,5152,Backlog clearing / catch-up activity,178.4349776,Severe urban pressure (migration hub)
uttar pradesh,firozabad,270168099,7156,4769,120,430750665,73201,29128,0,0,0,-68432,-29128,4649,Backlog clearing / catch-up activity,240.7272727,Severe urban pressure (migration hub)
uttar pradesh,gautam buddha nagar,244309923,8903,9106,627,356971726,42259,35656,0,0,0,-33153,-35656,8479,Backlog clearing / catch-up activity,56.77707006,Severe urban pressure (migration hub)
uttar pradesh,ghaziabad,379304522,11810,10419,383,499434623,90529,79040,0,0,0,-80110,-79040,10036,Backlog clearing / catch-up activity,205.8333333,Severe urban pressure (migration hub)
uttar pradesh,ghazipur,563158755,4241,6575,67,796393189,81064,47923,0,0,0,-74489,-47923,6508,Backlog clearing / catch-up activity,704.75,Severe urban pressure (migration hub)
uttar pradesh,gonda,549641356,7277,7219,322,724077217,83875,46280,0,0,0,-76656,-46280,6897,Backlog clearing / catch-up activity,143.2817337,Severe urban pressure (migration hub)
uttar pradesh,gorakhpur,688176347,7353,11684,424,906995903,72495,84211,0,0,0,-60811,-84211,11260,Backlog clearing / catch-up activity,198.1435294,Severe urban pressure (migration hub)
uttar pradesh,hamirpur,163095599,1986,1340,26,241590458,32755,15429,0,0,0,-31415,-15429,1314,Backlog clearing / catch-up activity,571.4444444,Severe urban pressure (migration hub)
uttar pradesh,hapur,107996949,4401,2662,37,174203131,34381,15788,0,0,0,-31719,-15788,2625,Backlog clearing / catch-up activity,415.4736842,Severe urban pressure (migration hub)
uttar pradesh,hardoi,386248493,12432,12002,288,467795878,130830,48100,0,0,0,-118828,-48100,11714,Backlog clearing / catch-up activity,166.4359862,Severe urban pressure (migration hub)
uttar pradesh,hathras,203068593,3655,2480,76,303416999,52088,18038,0,0,0,-49608,-18038,2404,Backlog clearing / catch-up activity,234.2597403,Severe urban pressure (migration hub)
uttar pradesh,jalaun,296540062,2740,2535,125,435929773,39868,24345,0,0,0,-37333,-24345,2410,Backlog clearing / catch-up activity,193.2142857,Severe urban pressure (migration hub)
uttar pradesh,jaunpur,587887253,5305,9871,214,888432715,97975,65348,0,0,0,-88104,-65348,9657,Backlog clearing / catch-up activity,303.944186,Severe urban pressure (migration hub)
uttar pradesh,jhansi,353843105,4454,2391,60,522153841,60332,38935,0,0,0,-57941,-38935,2331,Backlog clearing / catch-up activity,638.2786885,Severe urban pressure (migration hub)
uttar pradesh,kannauj,217909251,3020,3345,98,287958981,44642,19632,0,0,0,-41297,-19632,3247,Backlog clearing / catch-up activity,198.3030303,Severe urban pressure (migration hub)
uttar pradesh,kanpur dehat,240665399,3953,3673,181,329844124,47327,19560,0,0,0,-43654,-19560,3492,Backlog clearing / catch-up activity,107.4725275,Severe urban pressure (migration hub)
uttar pradesh,kanpur nagar,533729321,11203,12190,662,739195382,83237,79626,0,0,0,-71047,-79626,11528,Backlog clearing / catch-up activity,120.0995475,Severe urban pressure (migration hub)
uttar pradesh,kasganj,146110514,3118,2886,152,216774160,46002,21221,0,0,0,-43116,-21221,2734,Backlog clearing / catch-up activity,138.6993464,Severe urban pressure (migration hub)
uttar pradesh,kaushambi,181204734,4233,2936,68,243107470,66085,21180,0,0,0,-63149,-21180,2868,Backlog clearing / catch-up activity,306.9565217,Severe urban pressure (migration hub)
uttar pradesh,kushinagar,335275373,5124,6571,42,448591952,73286,58911,0,0,0,-66715,-58911,6529,Backlog clearing / catch-up activity,1370.023256,Severe urban pressure (migration hub)
uttar pradesh,lakhimpur kheri,470130698,11081,12523,437,581488491,119693,43500,0,0,0,-107170,-43500,12086,Backlog clearing / catch-up activity,99.31506849,Severe urban pressure (migration hub)
uttar pradesh,lalitpur,189058042,3249,1245,72,253584454,41343,26581,0,0,0,-40098,-26581,1173,Backlog clearing / catch-up activity,364.1232877,Severe urban pressure (migration hub)
uttar pradesh,lucknow,652831835,13559,10801,443,912856814,110413,83321,0,0,0,-99612,-83321,10358,Backlog clearing / catch-up activity,187.6599099,Severe urban pressure (migration hub)
uttar pradesh,mahoba,114893747,1921,980,10,161610674,27397,13392,0,0,0,-26417,-13392,970,Backlog clearing / catch-up activity,1217.454545,Severe urban pressure (migration hub)
uttar pradesh,mahrajganj,304363922,6053,10927,456,377314037,52952,39198,0,0,0,-42025,-39198,10471,Backlog clearing / catch-up activity,85.77242888,Severe urban pressure (migration hub)
uttar pradesh,mainpuri,237603881,4992,6261,184,318249590,43562,23457,0,0,0,-37301,-23457,6077,Backlog clearing / catch-up activity,126.7945946,Severe urban pressure (migration hub)
uttar pradesh,mathura,470505376,5688,5482,124,633089421,70041,35253,0,0,0,-64559,-35253,5358,Backlog clearing / catch-up activity,282.024,Severe urban pressure (migration hub)
uttar pradesh,mau,339889374,2565,4744,44,469201596,39851,36825,0,0,0,-35107,-36825,4700,Backlog clearing / catch-up activity,818.3333333,Severe urban pressure (migration hub)
uttar pradesh,meerut,362489757,13936,9310,243,470535048,91381,57489,0,0,0,-82071,-57489,9067,Backlog clearing / catch-up activity,235.6106557,Severe urban pressure (migration hub)
uttar pradesh,mirzapur,220648317,3468,3951,8,314553656,64928,29822,0,0,0,-60977,-29822,3943,Backlog clearing / catch-up activity,3313.555556,Severe urban pressure (migration hub)
uttar pradesh,moradabad,240062776,14995,5967,212,340879667,88383,52595,0,0,0,-82416,-52595,5755,Backlog clearing / catch-up activity,246.9248826,Severe urban pressure (migration hub)
uttar pradesh,muzaffarnagar,353642010,7081,4425,114,498395769,97446,50443,0,0,0,-93021,-50443,4311,Backlog clearing / catch-up activity,438.6347826,Severe urban pressure (migration hub)
uttar pradesh,pilibhit,148384992,8670,4546,210,195731385,82562,35438,0,0,0,-78016,-35438,4336,Backlog clearing / catch-up activity,167.9526066,Severe urban pressure (migration hub)
uttar pradesh,pratapgarh,521127849,5717,4177,56,727892915,70948,44957,0,0,0,-66771,-44957,4121,Backlog clearing / catch-up activity,788.7192982,Severe urban pressure (migration hub)
uttar pradesh,prayagraj,767388085,8465,6921,228,1256630613,171424,81704,0,0,0,-164503,-81704,6693,Backlog clearing / catch-up activity,356.7860262,Severe urban pressure (migration hub)
uttar pradesh,rae bareli,517136765,5627,3627,37,810111536,72302,40154,0,0,0,-68675,-40154,3590,Backlog clearing / catch-up activity,1056.684211,Severe urban pressure (migration hub)
uttar pradesh,rampur,144659115,11855,7594,296,195495139,71336,37651,0,0,0,-63742,-37651,7298,Backlog clearing / catch-up activity,126.7710438,Severe urban pressure (migration hub)
uttar pradesh,saharanpur,304750766,13502,5156,94,453683984,100201,67700,0,0,0,-95045,-67700,5062,Backlog clearing / catch-up activity,712.6315789,Severe urban pressure (migration hub)
uttar pradesh,sambhal,245608423,4567,3584,99,336634945,70285,22811,0,0,0,-66701,-22811,3485,Backlog clearing / catch-up activity,228.11,Severe urban pressure (migration hub)
uttar pradesh,sant kabir nagar,299387349,2730,3153,34,399267049,48827,32063,0,0,0,-45674,-32063,3119,Backlog clearing / catch-up activity,916.0857143,Severe urban pressure (migration hub)
uttar pradesh,shahjahanpur,265269741,12643,10870,434,344000004,96783,34945,0,0,0,-85913,-34945,10436,Backlog clearing / catch-up activity,80.33333333,Severe urban pressure (migration hub)
uttar pradesh,shamli,156915146,5441,2487,44,215202119,56546,35274,0,0,0,-54059,-35274,2443,Backlog clearing / catch-up activity,783.8666667,Severe urban pressure (migration hub)
uttar pradesh,shravasti,184043586,2652,4600,242,289246384,30922,17333,0,0,0,-26322,-17333,4358,Backlog clearing / catch-up activity,71.32921811,Severe urban pressure (migration hub)
uttar pradesh,siddharthnagar,325264825,6397,10999,534,436587038,56261,38045,0,0,0,-45262,-38045,10465,Backlog clearing / catch-up activity,71.11214953,Severe urban pressure (migration hub)
uttar pradesh,sitapur,442766992,15979,13521,730,554060232,172120,55316,0,0,0,-158599,-55316,12791,Backlog clearing / catch-up activity,75.67168263,Severe urban pressure (migration hub)
uttar pradesh,sonbhadra,223622542,2876,1925,13,369334338,58735,25835,0,0,0,-56810,-25835,1912,Backlog clearing / catch-up activity,1845.357143,Severe urban pressure (migration hub)
uttar pradesh,sultanpur,402924749,5353,5643,131,583596558,53692,33064,0,0,0,-48049,-33064,5512,Backlog clearing / catch-up activity,250.4848485,Severe urban pressure (migration hub)
uttar pradesh,unnao,325229921,9696,8630,362,473828696,80812,47769,0,0,0,-72182,-47769,8268,Backlog clearing / catch-up activity,131.5950413,Severe urban pressure (migration hub)
uttar pradesh,varanasi,462479525,9368,13101,447,662036812,92935,71928,0,0,0,-79834,-71928,12654,Backlog clearing / catch-up activity,160.5535714,Severe urban pressure (migration hub)
uttarakhand,almora,205601372,1185,122,8,612424601,15443,13929,610520021,1385,10157,-15321,-3772,114,Backlog clearing / catch-up activity,2676.222222,Severe urban pressure (migration hub)
uttarakhand,bageshwar,107827757,664,59,2,273391430,7367,11606,266273440,663,3924,-7308,-7682,57,Backlog clearing / catch-up activity,5176.666667,Severe urban pressure (migration hub)
uttarakhand,chamoli,155755410,983,72,7,450510431,12490,12388,435477067,841,6484,-12418,-5904,65,Backlog clearing / catch-up activity,2359,Severe urban pressure (migration hub)
uttarakhand,champawat,82941056,763,93,0,176913276,10935,9901,187144324,1034,8207,-10842,-1694,93,Backlog clearing / catch-up activity,18108,Severe urban pressure (migration hub)
uttarakhand,dehradun,370896345,7676,1520,134,704809742,61166,56560,751959915,6012,60066,-59646,3506,1386,Backlog clearing / catch-up activity,863.8962963,Severe urban pressure (migration hub)
uttarakhand,haridwar,295710007,4627,1187,51,500047769,84860,42598,566881183,5046,47548,-83673,4950,1136,Backlog clearing / catch-up activity,1733.576923,Severe urban pressure (migration hub)
uttarakhand,nainital,193493120,3321,432,76,411678945,35434,28343,437101549,5373,37322,-35002,8979,356,Backlog clearing / catch-up activity,852.7922078,Severe urban pressure (migration hub)
uttarakhand,pauri garhwal,246345392,1692,161,14,818535046,22984,17973,0,0,0,-22823,-17973,147,Backlog clearing / catch-up activity,1198.2,Severe urban pressure (migration hub)
uttarakhand,pithoragarh,175112007,1042,140,9,473092539,14527,12653,488058467,1198,9404,-14387,-3249,131,Backlog clearing / catch-up activity,2205.7,Severe urban pressure (migration hub)
uttarakhand,rudraprayag,110378217,860,76,0,242702857,10914,11010,225694977,528,4134,-10838,-6876,76,Backlog clearing / catch-up activity,15144,Severe urban pressure (migration hub)
uttarakhand,tehri garhwal,232705627,2355,292,13,464907976,25492,27239,0,0,0,-25200,-27239,279,Backlog clearing / catch-up activity,1945.642857,Severe urban pressure (migration hub)
uttarakhand,udham singh nagar,202371571,4976,936,17,320548227,85246,50290,0,0,0,-84310,-50290,919,Backlog clearing / catch-up activity,2793.888889,Severe urban pressure (migration hub)
uttarakhand,uttarkashi,106145884,938,127,5,207056996,12899,9224,218021266,1207,6621,-12772,-2603,122,Backlog clearing / catch-up activity,2640.833333,Severe urban pressure (migration hub)
west bengal,alipurduar,442953468,1516,1696,436,866028120,3345,3306,0,0,0,-1649,-3306,1260,Backlog clearing / catch-up activity,7.565217391,Severe urban pressure (migration hub)
west bengal,bankura,2014708045,8991,2001,144,3451376721,47535,48906,0,0,0,-45534,-48906,1857,Backlog clearing / catch-up activity,337.2827586,Severe urban pressure (migration hub)
west bengal,birbhum,1745624378,13168,1948,106,2555760727,42736,55692,0,0,0,-40788,-55692,1842,Backlog clearing / catch-up activity,520.4859813,Severe urban pressure (migration hub)
west bengal,cooch behar,2408968951,11556,6305,439,3529808859,20466,31639,0,0,0,-14161,-31639,5866,Backlog clearing / catch-up activity,71.90681818,Severe urban pressure (migration hub)
west bengal,dakshin dinajpur,952335671,6381,1360,133,1605560606,20072,22199,0,0,0,-18712,-22199,1227,Backlog clearing / catch-up activity,165.6641791,Severe urban pressure (migration hub)
west bengal,darjeeling,1444973868,4465,2706,771,2923038750,12651,24583,0,0,0,-9945,-24583,1935,Backlog clearing / catch-up activity,31.84326425,Severe urban pressure (migration hub)
west bengal,hooghly,3266870806,11158,3725,337,5483770574,63443,80447,0,0,0,-59718,-80447,3388,Backlog clearing / catch-up activity,238.0088757,Severe urban pressure (migration hub)
west bengal,howrah,2631048005,9980,3846,143,4875046148,43709,68780,0,0,0,-39863,-68780,3703,Backlog clearing / catch-up activity,477.6388889,Severe urban pressure (migration hub)
west bengal,jalpaiguri,2070541737,5630,4242,529,3609322873,28787,42928,0,0,0,-24545,-42928,3713,Backlog clearing / catch-up activity,80.99622642,Severe urban pressure (migration hub)
west bengal,jhargram,372954226,731,166,50,733625632,1660,2024,0,0,0,-1494,-2024,116,Backlog clearing / catch-up activity,39.68627451,Severe urban pressure (migration hub)
west bengal,kalimpong,106505062,175,183,152,192422057,418,264,0,0,0,-235,-264,31,Backlog clearing / catch-up activity,1.725490196,Moderate migration
west bengal,kolkata,2043415911,4974,4463,714,3902049102,24050,56336,0,0,0,-19587,-56336,3749,Backlog clearing / catch-up activity,78.79160839,Severe urban pressure (migration hub)
west bengal,malda,2062725034,12781,4274,82,3190626981,37514,60501,0,0,0,-33240,-60501,4192,Backlog clearing / catch-up activity,728.9277108,Severe urban pressure (migration hub)
west bengal,murshidabad,3331977291,31063,4184,85,4849397745,81629,114662,0,0,0,-77445,-114662,4099,Backlog clearing / catch-up activity,1333.27907,Severe urban pressure (migration hub)
west bengal,nadia,2756611567,13093,3505,836,4256025780,46048,66197,0,0,0,-42543,-66197,2669,Backlog clearing / catch-up activity,79.08841099,Severe urban pressure (migration hub)
west bengal,north 24 parganas,5428780807,25656,8312,1844,9617876972,89730,122282,0,0,0,-81418,-122282,6468,Backlog clearing / catch-up activity,66.27750678,Severe urban pressure (migration hub)
west bengal,paschim bardhaman,657665895,852,303,91,1598505924,3313,5517,0,0,0,-3010,-5517,212,Backlog clearing / catch-up activity,59.9673913,Severe urban pressure (migration hub)
west bengal,paschim medinipur,3701362031,16055,4346,170,6086351020,67619,84766,0,0,0,-63273,-84766,4176,Backlog clearing / catch-up activity,495.7076023,Severe urban pressure (migration hub)
west bengal,purba bardhaman,5786191775,16472,3619,141,11763300389,77982,108247,0,0,0,-74363,-108247,3478,Backlog clearing / catch-up activity,762.3028169,Severe urban pressure (migration hub)
west bengal,purba medinipur,3883762497,14567,1557,62,7444991064,62369,79669,0,0,0,-60812,-79669,1495,Backlog clearing / catch-up activity,1264.587302,Severe urban pressure (migration hub)
west bengal,purulia,1818713699,10094,3453,133,2756606459,34263,53126,0,0,0,-30810,-53126,3320,Backlog clearing / catch-up activity,396.4626866,Severe urban pressure (migration hub)
west bengal,south 24 parganas,4371020311,27955,8956,315,6713733885,99684,130475,0,0,0,-90728,-130475,8641,Backlog clearing / catch-up activity,412.8955696,Severe urban pressure (migration hub)
west bengal,uttar dinajpur,1206808287,24915,12808,699,1659173808,29816,54359,0,0,0,-17008,-54359,12109,Backlog clearing / catch-up activity,77.65571429,Severe urban pressure (migration hub)
