Month,Receiver_District,Receiver_Stress,Donor_District,Donor_Stress,Priority
Sep,bhandara,1.52,yadgir,0.0,HIGH
Sep,dhamtari,1.52,bilaspur,0.0,HIGH
Sep,shahid bhagat singh nagar,1.51,pratapgarh,0.0,HIGH
Sep,udhampur,1.51,fazilka,0.0,HIGH
Sep,unnao,1.51,cuttack,0.0,HIGH
Sep,upper subansiri,1.51,kalahandi,0.0,HIGH
Sep,uttarkashi,1.51,raisen,0.0,HIGH
Sep,balod,1.51,raigad,0.0,HIGH
Sep,karaikal,1.51,bidar,0.0,HIGH
Sep,dhule,1.51,kollam,0.0,HIGH
Sep,mumbai suburban,1.51,rajsamand,0.0,HIGH
Sep,nanded,1.51,araria,0.0,HIGH
Sep,etah,1.51,nuapada,0.0,HIGH
Sep,raigad,1.51,karur,0.0,HIGH
Sep,maihar,1.51,tikamgarh,0.0,HIGH
Sep,jalgaon,1.51,etah,0.0,HIGH
Sep,tirupathur,1.51,pathanamthitta,0.0,HIGH
Sep,gadag,1.51,etawah,0.0,HIGH
Sep,pilibhit,1.51,madurai,0.0,HIGH
Sep,sangli,1.5,sehore,0.0,HIGH
Sep,jamui,1.5,nabarangpur,0.0,HIGH
Sep,dhule,1.5,ghazipur,0.0,HIGH
Sep,raigad,1.5,kasaragod,0.0,HIGH
Sep,pali,1.5,buxar,0.0,HIGH
Oct,khawzawl,19.0,wardha,0.0,CRITICAL
Oct,janjgir-champa,15.31,kaushambi,0.0,CRITICAL
Oct,nellore,13.91,bhandara,0.0,CRITICAL
Oct,imphal east,13.86,barabanki,0.0,CRITICAL
Oct,bishnupur,12.38,thiruvarur,0.0,CRITICAL
Oct,lower siang,12.2,gadag,0.0,CRITICAL
Oct,kaimur (bhabua),12.12,alirajpur,0.0,CRITICAL
Oct,kadapa,11.73,pratapgarh,0.0,CRITICAL
Oct,kadapa,11.43,rajouri,0.0,CRITICAL
Oct,imphal east,11.25,shravasti,0.0,CRITICAL
Oct,virudhunagar,10.55,koppal,0.0,CRITICAL
Oct,hisar,10.38,medak,0.0,CRITICAL
Oct,imphal east,10.21,tarn taran,0.0,CRITICAL
Oct,east godavari,10.16,boudh,0.0,CRITICAL
Oct,leparada,10.0,adilabad,0.0,CRITICAL
Oct,pherzawl,10.0,khargone (west nimar),0.0,CRITICAL
Oct,jiribam,9.69,nabarangpur,0.0,CRITICAL
Oct,bishnupur,9.64,puri,0.0,CRITICAL
Oct,krishna,9.62,singrauli,0.0,CRITICAL
Oct,sivaganga,9.53,jagatsinghapur,0.0,CRITICAL
Oct,erode,9.47,panch mahals,0.0,CRITICAL
Oct,virudhunagar,9.4,satara,0.0,CRITICAL
Oct,cuddalore,9.35,jaisalmer,0.0,CRITICAL
Oct,dindigul,9.33,mansa,0.0,CRITICAL
Oct,chandel,9.26,saraikelakharsawan,0.0,CRITICAL
Oct,tamenglong,9.19,ballari,0.0,CRITICAL
Oct,kadapa,9.17,keonjhar,0.0,CRITICAL
Oct,nellore,9.05,raisen,0.01,CRITICAL
Oct,krishna,9.02,harda,0.01,CRITICAL
Oct,srinagar,8.85,karimnagar,0.01,CRITICAL
Oct,vizianagaram,8.8,koraput,0.01,CRITICAL
Oct,vizianagaram,8.76,beed,0.01,CRITICAL
Oct,nellore,8.75,yavatmal,0.01,CRITICAL
Oct,tawang,8.74,uttar bastar kanker,0.01,CRITICAL
Oct,bankura,8.74,mahbubnagar,0.01,CRITICAL
Oct,parbhani,8.59,burhanpur,0.01,CRITICAL
Oct,imphal east,8.55,sangli,0.01,CRITICAL
Oct,pherzawl,8.5,dahod,0.01,CRITICAL
Oct,east godavari,8.49,s.a.s nagar,0.01,CRITICAL
Oct,tiruvannamalai,8.47,dharmapuri,0.01,CRITICAL
Oct,barpeta,8.46,chandrapur,0.01,CRITICAL
Oct,imphal west,8.39,nellore,0.01,CRITICAL
Oct,pudukkottai,8.19,gondia,0.01,CRITICAL
Oct,cuttack,8.16,gadchiroli,0.01,CRITICAL
Oct,cuttack,8.14,ashoknagar,0.01,CRITICAL
Oct,thoubal,8.13,datia,0.01,CRITICAL
Oct,west godavari,8.13,jalaun,0.01,CRITICAL
Oct,durg,8.13,westsinghbhum,0.01,CRITICAL
Oct,alappuzha,8.11,east singhbhum,0.01,CRITICAL
Oct,visakhapatnam,8.07,dindori,0.01,CRITICAL
Oct,krishna,8.04,kandhamal,0.01,CRITICAL
Oct,west godavari,8.03,ahilyanagar,0.01,CRITICAL
Oct,ananthapuramu,8.03,pulwama,0.01,CRITICAL
Oct,alappuzha,8.02,west singhbhum,0.01,CRITICAL
Oct,paschim medinipur,7.98,mathura,0.01,CRITICAL
Oct,thanjavur,7.96,anand,0.01,CRITICAL
Oct,yavatmal,7.93,banswara,0.01,CRITICAL
Oct,peren,7.82,nuapada,0.01,CRITICAL
Oct,mamit,7.8,balaghat,0.01,CRITICAL
Oct,east godavari,7.79,nayagarh,0.01,CRITICAL
Oct,bishnupur,7.78,mahoba,0.01,CRITICAL
Oct,jorhat,7.74,solapur,0.01,CRITICAL
Oct,bilaspur,7.7,bastar,0.01,CRITICAL
Oct,s.a.s nagar,7.68,amreli,0.01,CRITICAL
Oct,jorhat,7.67,narsimhapur,0.01,CRITICAL
Oct,visakhapatnam,7.66,sangrur,0.01,CRITICAL
Oct,kurnool,7.64,alluri sitharama raju,0.01,CRITICAL
Oct,ananthapuramu,7.6,kadapa,0.01,CRITICAL
Oct,nagapattinam,7.6,annamayya,0.01,CRITICAL
Oct,jammu,7.56,rudraprayag,0.01,CRITICAL
Oct,jiribam,7.48,pakur,0.01,CRITICAL
Oct,tiruppur,7.42,jamtara,0.01,CRITICAL
Oct,tuensang,7.38,satna,0.01,CRITICAL
Oct,madurai,7.37,bargarh,0.01,CRITICAL
Oct,doda,7.33,sonbhadra,0.01,CRITICAL
Oct,hyderabad,7.31,kannauj,0.01,CRITICAL
Oct,vizianagaram,7.27,dholpur,0.01,CRITICAL
Oct,west godavari,7.26,shrawasti,0.01,CRITICAL
Oct,alappuzha,7.12,karur,0.01,CRITICAL
Oct,ranga reddy,7.11,unnao,0.01,CRITICAL
Oct,nellore,7.09,mahabubabad,0.01,CRITICAL
Oct,beed,7.07,bengaluru south,0.01,CRITICAL
Oct,erode,7.02,sehore,0.01,CRITICAL
Oct,east jaintia hills,7.02,malkangiri,0.01,CRITICAL
Oct,tamenglong,7.02,nabarangpur,0.01,CRITICAL
Oct,barabanki,6.99,sangareddy,0.01,CRITICAL
Oct,jalgaon,6.99,dhenkanal,0.01,CRITICAL
Oct,perambalur,6.97,krishnagiri,0.01,CRITICAL
Oct,barpeta,6.97,arvalli,0.01,CRITICAL
Oct,tamenglong,6.96,jajpur,0.01,CRITICAL
Oct,doda,6.93,nizamabad,0.01,CRITICAL
Oct,churachandpur,6.87,balangir,0.01,CRITICAL
Oct,tawang,6.86,gajapati,0.01,CRITICAL
Oct,south west garo hills,6.86,kalahandi,0.01,CRITICAL
Oct,kurnool,6.84,kheda,0.01,CRITICAL
Oct,hisar,6.84,anuppur,0.01,CRITICAL
Oct,ahilyanagar,6.82,sri muktsar sahib,0.01,CRITICAL
Oct,thoubal,6.81,ambala,0.01,CRITICAL
Oct,alappuzha,6.78,shopian,0.01,CRITICAL
Oct,ananthapuramu,6.76,gonda,0.01,CRITICAL
Oct,chittoor,6.76,mayurbhanj,0.01,CRITICAL
Oct,kurnool,6.75,medchal malkajgiri,0.01,CRITICAL
Oct,tawang,6.74,tonk,0.01,CRITICAL
Oct,visakhapatnam,6.72,banas kantha,0.01,CRITICAL
Oct,mayurbhanj,6.68,banda,0.01,CRITICAL
Oct,janjgir-champa,6.66,narayanpet,0.01,CRITICAL
Oct,kokrajhar,6.65,ganjam,0.01,CRITICAL
Oct,kurnool,6.65,dharashiv,0.01,CRITICAL
Oct,barpeta,6.63,lucknow,0.01,CRITICAL
Oct,parbhani,6.62,gumla,0.01,CRITICAL
Oct,salem,6.62,etawah,0.01,CRITICAL
Oct,namakkal,6.6,gariyaband,0.01,CRITICAL
Oct,kadapa,6.57,budgam,0.01,CRITICAL
Oct,bhopal,6.56,jogulamba gadwal,0.01,CRITICAL
Oct,bongaigaon,6.56,sabar kantha,0.01,CRITICAL
Oct,doda,6.55,kapurthala,0.01,CRITICAL
Oct,yavatmal,6.55,hingoli,0.01,CRITICAL
Oct,east godavari,6.52,sambhal,0.01,CRITICAL
Oct,hisar,6.44,jalore,0.01,CRITICAL
Oct,kozhikode,6.43,jabalpur,0.01,CRITICAL
Oct,rewari,6.43,parbhani,0.01,CRITICAL
Oct,konaseema,6.42,hanumangarh,0.01,CRITICAL
Oct,nagapattinam,6.4,pauri garhwal,0.01,CRITICAL
Oct,pudukkottai,6.4,moga,0.01,CRITICAL
Oct,guntur,6.39,champawat,0.01,CRITICAL
Oct,amritsar,6.34,puducherry,0.01,CRITICAL
Oct,north 24 parganas,6.32,mainpuri,0.01,CRITICAL
Oct,howrah,6.29,shahdol,0.01,CRITICAL
Oct,doda,6.27,nuh,0.01,CRITICAL
Oct,khammam,6.26,palamu,0.01,CRITICAL
Oct,solapur,6.26,akola,0.01,CRITICAL
Oct,nalgonda,6.22,jhunjhunu,0.01,CRITICAL
Oct,paschim bardhaman,6.21,bijapur,0.01,CRITICAL
Oct,purulia,6.2,jalgaon,0.01,CRITICAL
Oct,ri bhoi,6.17,firozabad,0.01,CRITICAL
Oct,panipat,6.16,chamarajanagar,0.01,CRITICAL
Oct,tawang,6.16,kishtwar,0.01,CRITICAL
Oct,imphal east,6.15,sultanpur,0.01,CRITICAL
Oct,cuttack,6.12,baran,0.01,CRITICAL
Oct,bishnupur,6.12,kamareddy,0.01,CRITICAL
Oct,ananthapuramu,6.1,bemetara,0.01,CRITICAL
Oct,guntur,6.1,sikar,0.01,CRITICAL
Oct,churachandpur,6.08,kasaragod,0.01,CRITICAL
Oct,dharashiv,6.07,sindhudurg,0.01,CRITICAL
Oct,bidar,6.06,the nilgiris,0.01,CRITICAL
Oct,baksa,6.01,patan,0.01,CRITICAL
Oct,lower dibang valley,6.0,samba,0.01,CRITICAL
Oct,eastsinghbhum,5.97,agar-malwa,0.01,CRITICAL
Oct,east jaintia hills,5.96,hardoi,0.01,CRITICAL
Oct,alappuzha,5.96,bhadohi,0.01,CRITICAL
Oct,sangli,5.96,sonepur,0.01,CRITICAL
Oct,janjgir-champa,5.96,durg,0.01,CRITICAL
Oct,tamenglong,5.93,gurdaspur,0.01,CRITICAL
Oct,udhampur,5.93,lakhimpur kheri,0.01,CRITICAL
Oct,west godavari,5.92,bathinda,0.01,CRITICAL
Oct,baramulla,5.92,dungarpur,0.01,CRITICAL
Oct,kozhikode,5.91,balodabazar-bhatapara,0.01,CRITICAL
Oct,virudhunagar,5.9,jamnagar,0.01,CRITICAL
Oct,chittoor,5.9,ariyalur,0.01,CRITICAL
Oct,bishnupur,5.87,mokokchung,0.01,CRITICAL
Oct,chennai,5.86,balrampur-ramanujganj,0.01,CRITICAL
Oct,kancheepuram,5.86,hamirpur,0.01,CRITICAL
Oct,chittoor,5.86,bundi,0.01,CRITICAL
Oct,doda,5.85,vidisha,0.01,CRITICAL
Oct,bongaigaon,5.84,chitrakoot,0.01,CRITICAL
Oct,guntur,5.84,kanpur nagar,0.01,CRITICAL
Oct,jorhat,5.84,balodabazar bhatapara,0.01,CRITICAL
Oct,south west khasi hills,5.83,tumakuru,0.01,CRITICAL
Oct,vizianagaram,5.82,cuttack,0.01,CRITICAL
Oct,janjgir-champa,5.82,mahbubnagar,0.01,CRITICAL
Oct,jashpur,5.78,peddapalli,0.01,CRITICAL
Oct,nagaon,5.76,peddapalli,0.01,CRITICAL
Oct,prakasam,5.75,chamba,0.01,CRITICAL
Oct,hyderabad,5.75,bapatla,0.01,CRITICAL
Oct,ranga reddy,5.74,yadadri bhuvanagiri,0.01,CRITICAL
Oct,guntur,5.74,jagtial,0.01,CRITICAL
Oct,south 24 parganas,5.72,sirohi,0.01,CRITICAL
Oct,kaimur (bhabua),5.71,kumuram bheem asifabad,0.01,CRITICAL
Oct,pulwama,5.7,simdega,0.01,CRITICAL
Oct,cooch behar,5.69,hathras,0.02,CRITICAL
Oct,east khasi hills,5.69,washim,0.02,CRITICAL
Oct,virudhunagar,5.68,dakshin bastar dantewada,0.02,CRITICAL
Oct,tiruchirappalli,5.66,fatehabad,0.02,CRITICAL
Oct,barpeta,5.66,rajnandgaon,0.02,CRITICAL
Oct,ranga reddy,5.66,junagadh,0.02,CRITICAL
Oct,chandel,5.64,jhalawar,0.02,CRITICAL
Oct,amritsar,5.63,lalitpur,0.02,CRITICAL
Oct,dhemaji,5.63,bareilly,0.02,CRITICAL
Oct,rewari,5.63,kangra,0.02,CRITICAL
Oct,east khasi hills,5.61,kolar,0.02,CRITICAL
Oct,amravati,5.6,pilibhit,0.02,CRITICAL
Oct,ananthapuramu,5.6,betul,0.02,CRITICAL
Oct,west godavari,5.59,balrampur ramanujganj,0.02,CRITICAL
Oct,bhopal,5.58,bhind,0.02,CRITICAL
Oct,thoothukkudi,5.58,sitapur,0.02,CRITICAL
Oct,tawang,5.57,viluppuram,0.02,CRITICAL
Oct,keonjhar,5.56,senapati,0.02,CRITICAL
Oct,srinagar,5.55,ramanathapuram,0.02,CRITICAL
Oct,jhansi,5.52,kasganj,0.02,CRITICAL
Oct,lower dibang valley,5.52,nashik,0.02,CRITICAL
Oct,jiribam,5.5,chittoor,0.02,CRITICAL
Oct,north tripura,5.49,balrampur ramanujganj,0.02,CRITICAL
Oct,kolhapur,5.49,rayagada,0.02,CRITICAL
Oct,kozhikode,5.48,balod,0.02,CRITICAL
Oct,sonitpur,5.47,bara banki,0.02,CRITICAL
Oct,chirang,5.43,dima hasao,0.02,CRITICAL
Oct,chittoor,5.41,golaghat,0.02,CRITICAL
Oct,lakhimpur,5.41,west jaintia hills,0.02,CRITICAL
Oct,mayurbhanj,5.41,korea,0.02,CRITICAL
Oct,mandi,5.4,sepahijala,0.02,CRITICAL
Oct,ukhrul,5.4,dausa,0.02,CRITICAL
Oct,senapati,5.39,buldhana,0.02,CRITICAL
Oct,east godavari,5.38,dewas,0.02,CRITICAL
Oct,jalgaon,5.38,jharsuguda,0.02,CRITICAL
Oct,chandel,5.38,chikkaballapura,0.02,CRITICAL
Oct,nagaon,5.35,jagtial,0.02,CRITICAL
Oct,amravati,5.34,kendrapara,0.02,CRITICAL
Oct,udham singh nagar,5.33,guna,0.02,CRITICAL
Oct,hyderabad,5.32,sundargarh,0.02,CRITICAL
Oct,thiruvallur,5.32,nalgonda,0.02,CRITICAL
Oct,khammam,5.3,kolhapur,0.02,CRITICAL
Oct,hoshiarpur,5.27,chamoli,0.02,CRITICAL
Oct,south west garo hills,5.27,tapi,0.02,CRITICAL
Oct,imphal east,5.27,deogarh,0.02,CRITICAL
Oct,jalna,5.26,godda,0.02,CRITICAL
Oct,south west khasi hills,5.26,mandsaur,0.02,CRITICAL
Oct,kurnool,5.26,latur,0.02,CRITICAL
Oct,imphal east,5.25,dhule,0.02,CRITICAL
Oct,kaimur (bhabua),5.24,lohardaga,0.02,CRITICAL
Oct,palghar,5.24,nanded,0.02,CRITICAL
Oct,imphal west,5.24,ujjain,0.02,CRITICAL
Oct,lakhimpur,5.23,dhamtari,0.02,CRITICAL
Oct,ysr kadapa,5.22,tiruchirappalli,0.02,CRITICAL
Oct,coimbatore,5.21,pratapgarh,0.02,CRITICAL
Oct,nalgonda,5.21,ratnagiri,0.02,CRITICAL
Oct,bhadradri kothagudem,5.21,damoh,0.02,CRITICAL
Oct,krishna,5.2,gomati,0.02,CRITICAL
Oct,nanded,5.19,bastar,0.02,CRITICAL
Oct,tiruppur,5.19,deoria,0.02,CRITICAL
Oct,beed,5.19,vellore,0.02,CRITICAL
Oct,prakasam,5.18,namchi,0.02,CRITICAL
Oct,thoubal,5.18,sambalpur,0.02,CRITICAL
Oct,jalgaon,5.16,dibrugarh,0.02,CRITICAL
Oct,thoubal,5.15,sawai madhopur,0.02,CRITICAL
Oct,tiruvannamalai,5.15,dumka,0.02,CRITICAL
Oct,tuensang,5.13,balasore,0.02,CRITICAL
Oct,dahod,5.13,perambalur,0.02,CRITICAL
Oct,udham singh nagar,5.13,karnal,0.02,CRITICAL
Oct,south east,5.12,deoghar,0.02,CRITICAL
Oct,madurai,5.12,solan,0.02,CRITICAL
Oct,nellore,5.12,rupnagar,0.02,CRITICAL
Oct,uttar dinajpur,5.11,barwani,0.02,CRITICAL
Oct,kokrajhar,5.09,mysuru,0.02,CRITICAL
Oct,mahbubnagar,5.09,mungeli,0.02,CRITICAL
Oct,haveri,5.07,aligarh,0.02,CRITICAL
Oct,cuddalore,5.06,jalna,0.02,CRITICAL
Oct,ntr,5.06,harda,0.02,CRITICAL
Oct,west,5.04,shahjahanpur,0.02,CRITICAL
Oct,imphal east,5.04,gomati,0.02,CRITICAL
Oct,parbhani,5.04,kaimur bhabua,0.02,CRITICAL
Oct,peren,5.03,arvalli,0.02,CRITICAL
Oct,tamenglong,5.03,kohima,0.02,CRITICAL
Oct,rewa,5.03,prayagraj,0.02,CRITICAL
Oct,khammam,5.02,eastsinghbhum,0.02,CRITICAL
Oct,yavatmal,4.99,jhansi,0.02,CRITICAL
Oct,amravati,4.96,angul,0.02,CRITICAL
Oct,west garo hills,4.96,mirzapur,0.02,CRITICAL
Oct,kozhikode,4.95,surajpur,0.02,CRITICAL
Oct,karur,4.95,nirmal,0.02,CRITICAL
Oct,jammu,4.94,kaimur (bhabua),0.02,CRITICAL
Oct,ukhrul,4.93,moradabad,0.02,CRITICAL
Oct,bishnupur,4.93,kheri,0.02,CRITICAL
Oct,salem,4.92,pudukkottai,0.02,CRITICAL
Oct,south salmara mancachar,4.92,korba,0.02,CRITICAL
Oct,south west khasi hills,4.91,koraput,0.02,CRITICAL
Oct,mumbai,4.91,sirmaur,0.02,CRITICAL
Oct,north west,4.9,cuddalore,0.02,CRITICAL
Oct,dhalai,4.9,farrukhabad,0.02,CRITICAL
Oct,jiribam,4.88,meerut,0.02,CRITICAL
Oct,jalgaon,4.87,rajsamand,0.02,CRITICAL
Oct,balodabazar-bhatapara,4.86,shivpuri,0.02,CRITICAL
Oct,warangal,4.86,dharwad,0.02,CRITICAL
Oct,jhabua,4.86,tirunelveli,0.02,CRITICAL
Oct,rewa,4.85,sukma,0.02,CRITICAL
Oct,washim,4.85,dadra and nagar haveli,0.02,CRITICAL
Oct,bilaspur,4.83,janjgir-champa,0.02,CRITICAL
Oct,westsinghbhum,4.82,warangal,0.02,CRITICAL
Oct,kamrup metro,4.82,rae bareli,0.02,CRITICAL
Oct,tamenglong,4.82,saraikela kharsawan,0.02,CRITICAL
Oct,west jaintia hills,4.81,lakhisarai,0.02,CRITICAL
Oct,tinsukia,4.8,tirupathur,0.02,CRITICAL
Oct,bishnupur,4.8,udaipur,0.02,CRITICAL
Oct,namakkal,4.79,unakoti,0.02,CRITICAL
Oct,west,4.78,sri potti sriramulu nellore,0.02,CRITICAL
Oct,mahoba,4.78,theni,0.02,CRITICAL
Oct,pune,4.78,bahraich,0.02,CRITICAL
Oct,beed,4.77,ghazipur,0.02,CRITICAL
Oct,kandhamal,4.76,latehar,0.02,CRITICAL
Oct,kakching,4.74,sivaganga,0.02,CRITICAL
Oct,aligarh,4.73,nayagarh,0.02,CRITICAL
Oct,budaun,4.7,khunti,0.02,CRITICAL
Oct,sindhudurg,4.7,gorakhpur,0.02,CRITICAL
Oct,sribhumi,4.7,fazilka,0.02,CRITICAL
Oct,bagalkote,4.68,pathankot,0.02,CRITICAL
Oct,pulwama,4.68,munger,0.02,CRITICAL
Oct,farrukhabad,4.68,sambalpur,0.02,CRITICAL
Oct,virudhunagar,4.67,sant kabir nagar,0.02,CRITICAL
Oct,madhepura,4.67,shivamogga,0.02,CRITICAL
Oct,ananthapuramu,4.66,kancheepuram,0.02,CRITICAL
Oct,raipur,4.66,rampur,0.02,CRITICAL
Oct,theni,4.66,sukma,0.02,CRITICAL
Oct,prakasam,4.65,shajapur,0.02,CRITICAL
Oct,bongaigaon,4.64,hyderabad,0.02,CRITICAL
Oct,kondagaon,4.63,ganganagar,0.02,CRITICAL
Oct,sheohar,4.63,shaheed bhagat singh nagar,0.02,CRITICAL
Oct,lakhimpur kheri,4.63,jangoan,0.02,CRITICAL
Oct,nalgonda,4.62,palakkad,0.02,CRITICAL
Oct,doda,4.62,valsad,0.02,CRITICAL
Oct,bemetara,4.62,varanasi,0.02,CRITICAL
Oct,jamnagar,4.62,sepahijala,0.02,CRITICAL
Oct,bishnupur,4.61,erode,0.02,CRITICAL
Oct,faridabad,4.61,adilabad,0.02,CRITICAL
Oct,kolkata,4.6,bharatpur,0.02,CRITICAL
Oct,bhadradri kothagudem,4.6,dindigul,0.02,CRITICAL
Oct,viluppuram,4.6,fatehpur,0.02,CRITICAL
Oct,gaurela-pendra-marwahi,4.6,amethi,0.02,CRITICAL
Oct,surguja,4.59,giridih,0.02,CRITICAL
Oct,chennai,4.59,chatra,0.02,CRITICAL
Oct,etah,4.58,katni,0.02,CRITICAL
Oct,nizamabad,4.57,bhiwani,0.02,CRITICAL
Oct,hooghly,4.57,raigarh,0.02,CRITICAL
Oct,kabeerdham,4.57,tiruvannamalai,0.02,CRITICAL
Oct,jiribam,4.56,surguja,0.02,CRITICAL
Oct,mon,4.56,nagapattinam,0.02,CRITICAL
Oct,dindigul,4.56,amravati,0.02,CRITICAL
Oct,siwan,4.56,ranchi,0.02,CRITICAL
Oct,vaishali,4.55,bhavnagar,0.02,CRITICAL
Oct,mamit,4.55,udupi,0.02,CRITICAL
Oct,madhepura,4.55,nagarkurnool,0.02,CRITICAL
Oct,poonch,4.55,kushinagar,0.02,CRITICAL
Oct,dhalai,4.54,virudhunagar,0.02,CRITICAL
Oct,changlang,4.54,east siang,0.02,CRITICAL
Oct,cooch behar,4.54,dhar,0.02,CRITICAL
Oct,nashik,4.53,rewa,0.02,CRITICAL
Oct,tiruppur,4.53,sheohar,0.02,CRITICAL
Oct,goalpara,4.53,mahabubnagar,0.02,CRITICAL
Oct,longleng,4.52,ranga reddy,0.02,CRITICAL
Oct,mumbai,4.52,panna,0.02,CRITICAL
Oct,balodabazar-bhatapara,4.52,purbi champaran,0.02,CRITICAL
Oct,chandel,4.52,kalaburagi,0.02,CRITICAL
Oct,chandel,4.52,maihar,0.02,CRITICAL
Oct,senapati,4.51,bharuch,0.02,CRITICAL
Oct,mandi,4.51,chittorgarh,0.02,CRITICAL
Oct,west jaintia hills,4.5,east siang,0.02,CRITICAL
Oct,udalguri,4.5,eluru,0.02,CRITICAL
Oct,south west garo hills,4.49,gwalior,0.02,CRITICAL
Oct,imphal east,4.49,una,0.02,CRITICAL
Oct,virudhunagar,4.48,north tripura,0.02,CRITICAL
Oct,jalaun,4.47,nagpur,0.02,CRITICAL
Oct,krishnagiri,4.47,manendragarh chirmiri bharatpur,0.02,CRITICAL
Oct,wokha,4.46,chandauli,0.02,CRITICAL
Oct,ambedkar nagar,4.46,hooghly,0.02,CRITICAL
Oct,bhadrak,4.45,hailakandi,0.02,CRITICAL
Oct,bishnupur,4.45,bhadrak,0.02,CRITICAL
Oct,kurnool,4.44,nandurbar,0.02,CRITICAL
Oct,west garo hills,4.44,bhopal,0.02,CRITICAL
Oct,shamli,4.43,chitradurga,0.02,CRITICAL
Oct,barabanki,4.43,sahebganj,0.02,CRITICAL
Oct,sonitpur,4.42,raipur,0.02,CRITICAL
Oct,baksa,4.42,east kameng,0.02,CRITICAL
Oct,hojai,4.41,zunheboto,0.02,CRITICAL
Oct,kadapa,4.41,ayodhya,0.02,CRITICAL
Oct,ntr,4.41,bulandshahr,0.02,CRITICAL
Oct,siwan,4.41,west tripura,0.02,CRITICAL
Oct,chandel,4.41,kannur,0.02,CRITICAL
Oct,majuli,4.41,khammam,0.02,CRITICAL
Oct,ballia,4.4,kishanganj,0.02,CRITICAL
Oct,thane,4.4,alluri sitharama raju,0.02,CRITICAL
Oct,bishnupur,4.4,dakshin bastar dantewada,0.02,CRITICAL
Oct,gomati,4.4,kishtwar,0.02,CRITICAL
Oct,sangli,4.39,baghpat,0.02,CRITICAL
Oct,vellore,4.39,dindori,0.02,CRITICAL
Oct,ntr,4.39,guntur,0.02,CRITICAL
Oct,surajpur,4.39,balrampur-ramanujganj,0.02,CRITICAL
Oct,visakhapatnam,4.39,sribhumi,0.02,CRITICAL
Oct,kolasib,4.38,mandla,0.02,CRITICAL
Oct,lower subansiri,4.38,narmadapuram,0.03,CRITICAL
Oct,jagatsinghapur,4.38,mahesana,0.03,CRITICAL
Oct,krishna,4.37,pune,0.03,CRITICAL
Oct,dhemaji,4.36,indore,0.03,CRITICAL
Oct,varanasi,4.36,barabanki,0.03,CRITICAL
Oct,mirzapur,4.36,narmada,0.03,CRITICAL
Oct,sindhudurg,4.35,chhatrapati sambhajinagar,0.03,CRITICAL
Oct,bongaigaon,4.35,purba bardhaman,0.03,CRITICAL
Oct,purba medinipur,4.35,bidar,0.03,CRITICAL
Oct,phek,4.34,hoshiarpur,0.03,CRITICAL
Oct,latur,4.34,sarangarh bilaigarh,0.03,CRITICAL
Oct,cooch behar,4.34,azamgarh,0.03,CRITICAL
Oct,haridwar,4.34,yadgir,0.03,CRITICAL
Oct,east khasi hills,4.34,amroha,0.03,CRITICAL
Oct,chandrapur,4.33,alwar,0.03,CRITICAL
Oct,south west garo hills,4.33,mancherial,0.03,CRITICAL
Oct,niuland,4.33,sribhumi,0.03,CRITICAL
Oct,sangli,4.33,madhepura,0.03,CRITICAL
Oct,chhindwara,4.33,agar-malwa,0.03,CRITICAL
Oct,amreli,4.33,kabeerdham,0.03,CRITICAL
Oct,west khasi hills,4.32,purulia,0.03,CRITICAL
Oct,bidar,4.32,saharanpur,0.03,CRITICAL
Oct,lower dibang valley,4.3,kurukshetra,0.03,CRITICAL
Oct,east khasi hills,4.3,shimla,0.03,CRITICAL
Oct,mandi,4.29,jalpaiguri,0.03,CRITICAL
Oct,buldhana,4.29,sagar,0.03,CRITICAL
Oct,kozhikode,4.29,south salmara mancachar,0.03,CRITICAL
Oct,pudukkottai,4.29,morena,0.03,CRITICAL
Oct,supaul,4.27,neemuch,0.03,CRITICAL
Oct,bareilly,4.27,bhilwara,0.03,CRITICAL
Oct,kabeerdham,4.27,bilaspur,0.03,CRITICAL
Oct,saraikelakharsawan,4.27,sri sathya sai,0.03,CRITICAL
Oct,s.a.s nagar,4.27,barmer,0.03,CRITICAL
Oct,noklak,4.27,mahrajganj,0.03,CRITICAL
Oct,nandurbar,4.27,jashpur,0.03,CRITICAL
Oct,bidar,4.26,begusarai,0.03,CRITICAL
Oct,auraiya,4.26,pali,0.03,CRITICAL
Oct,dharashiv,4.26,fatehgarh sahib,0.03,CRITICAL
Oct,mumbai,4.25,nagarkurnool,0.03,CRITICAL
Oct,bishnupur,4.25,daman,0.03,CRITICAL
Oct,dakshina kannada,4.25,nawada,0.03,CRITICAL
Oct,vaishali,4.24,auraiya,0.03,CRITICAL
Oct,baksa,4.24,buxar,0.03,CRITICAL
Oct,konaseema,4.24,nagaur,0.03,CRITICAL
Oct,cuttack,4.24,south salmara mancachar,0.03,CRITICAL
Oct,keonjhar,4.23,dhenkanal,0.03,CRITICAL
Oct,nagapattinam,4.23,uttar bastar kanker,0.03,CRITICAL
Oct,kakching,4.23,raigad,0.03,CRITICAL
Oct,pudukkottai,4.23,thanjavur,0.03,CRITICAL
Oct,sitamarhi,4.23,wayanad,0.03,CRITICAL
Oct,firozabad,4.22,navsari,0.03,CRITICAL
Oct,bhopal,4.22,anakapalli,0.03,CRITICAL
Oct,ri bhoi,4.22,thoothukkudi,0.03,CRITICAL
Oct,ratnagiri,4.22,chandrapur,0.03,CRITICAL
